class,conversation,augmented_conversation
일반 대화,"사내 카페도 문 일찍 닫고, 요즘 복지 진짜 별로야. <LF> 맞아. 생일 선물도 사라졌더라. <LF> 작년까지만 해도 상품권 줬었는데 그마저도 없어졌어. <LF> 그게 직원 사기에도 영향 크다고 생각 안하나 봐. <LF> 인건비 외에 복지비 아끼는 게 티나더라. <LF> 요즘 이직 생각하는 사람 많아진 이유가 있지. <LF> 사내게시판에도 글 종종 올라오던데, 개선은 없고.","사내 카페도 문 일찍 닫고, 요즘 복지 진짜 별로야. <LF> . 생일 선물도 사라졌더라. <LF> 작년까지만 해도 상품권 줬었는데 마저도 없어졌어. <LF> 그게 직원 사기에도 영향 크다고 생각 안하나 봐. <LF> 인건비 에 복지비 아끼는 게 티나더라. <LF> 요즘 이직 생각하는 사람 많아진 가 .사내게시판에도 글 종종 올라오던데, 개선은 없고"
일반 대화,"오늘 야근해서 마지막 버스 간신히 탔어. <LF> 헉 아직도 회사였어? 무슨 일 그렇게 많았어? <LF> 보고서 마감인데 자꾸 수정사항이 나와서... <LF> 이제 집 가면 씻고 바로 자야겠다. <LF> 너무 피곤하겠다. 야식은 먹었어? <LF> 편의점 삼각김밥으로 때웠지 뭐. <LF> 그 수고 누가 알아줄까 싶지만, 내일 또 출근이네.","오늘 야근해서 마지막 버스 간신히 탔어. <LF> 헉 회사였어? 무슨 일 그렇게 많았어? <LF>  마감인데 자꾸 수정이 나와서... <LF> 이제 집 가면 씻고 바로 자야겠다.너무 피곤하겠다. 야식은 먹었어? <LF> 편의점 삼각김밥으로 때웠지 뭐.그 수고 누가 알아줄까 , 내일 또 출근이네."
일반 대화,"집 계약 갱신해야 하는데 고민이야. <LF> 왜? 이사 생각 있어? <LF> 아니, 집주인이 월세를 올리겠대. <LF> 많이 올린다고? <LF> 15만 원 정도… 부담돼. <LF> 근처에 다른 집 봤어? <LF> 비슷한 조건이면 더 비싸더라. <LF> 그럼 협상해보는 건 어때? <LF> 중개사 통해 이야기해보려고. <LF> 잘 됐으면 좋겠다. 스트레스 크지. <LF> 진짜. 이런 일 매번 힘들어. <LF> 아파트 값이 너무 올라서 이사도 쉽지 않아. <LF> 맞아. 요즘 진짜 전세도 오르더라.","집 계약 갱신 하는데 고민이야.왜 이사 생각 ? <LF> 아니, 집주인이 월세를 올리겠대. <LF> 많이 올린다? <LF> 15만 원 정도… 부담돼. <LF> 에 다른 집  <LF> 비슷한 조건 더 비싸더라. <LF> 그럼 협상해보는 어때? <LF> 중개사 통해 이야기해보려고. <LF>  됐으면 좋겠다. 스트레스 . <LF> 진짜. 이런 일 힘들어. <LF> 아파트 값이 너무 올라서 이사도 쉽지 . <LF> 맞아. 요즘 진짜 전세도 오르더라."
일반 대화,"요즘 상사 눈치 너무 보게 돼. <LF> 무슨 일 있었어? <LF> 회의 때 내 의견 계속 자르셔. <LF> 그거 좀 스트레스겠다. <LF> 말도 조심하게 돼. <LF> 따로 면담은 해봤어? <LF> 아니, 괜히 더 어색해질까 봐. <LF> 너무 참지는 마. 나중에 터져. <LF> 응. 슬슬 이야기 꺼내보려 해. <LF> 힘내. 네가 잘못한 거 아니야. <LF> 말 한마디도 조심하게 되고 피곤해. <LF> 그래도 네 생각은 표현하는 게 좋아.","요즘 상사 눈치 보게 돼. <LF> 무슨 일 있었어 <LF> 회의 때 내 의견 계속 . <LF> 그거 스트레스겠다. <LF> 말도 조심하게 돼. <LF> 따로 면담은 해봤어? <LF> 아니, 괜히 더 어색해질까 봐. <LF> 너무 참지는 마. 나중에 터져. <LF> 응. 슬슬 꺼내보려 해. <LF> 힘내. 네가 잘못한 거 아니야. <LF>  한마디도 조심하게 되고 피곤해 <LF> 그래도 네 은 표현하는 좋아."
일반 대화,어제 택시 탔는데 요금 올랐더라. <LF> 맞아. 기본요금이 꽤 뛰었대. <LF> 근거리도 부담되더라. <LF> 그래서 요즘 버스 타는 중. <LF> 나도 출근길은 지하철로 바꿨어. <LF> 앱 할인이 있긴 하던데? <LF> 한정적이라 큰 도움은 안 되더라. <LF> 출퇴근 비용 진짜 무시 못 해. <LF> 차라리 자전거 탈까 고민 중. <LF> 운동도 되고 일석이조네. <LF> 요즘 다들 교통비 지출이 늘었다 하더라. <LF> 월급은 그대로인데 참 어렵다.,어제 택시 요금 올랐더라. <LF> 맞아. 본요금이 꽤 뛰었대.근거리도 되더라. <LF> 그래서 버스 타는 중 <LF> 나도 출근길은 로 바꿨어. <LF> 앱 할인이 있긴 하던데? <LF> 한정적 큰 안 되더라. <LF> 출퇴근 비용 진짜 무시 못 해.차라리 자전거 탈까 고민 중. <LF> 운동도 되고 일석이조네. <LF> 요즘 다들 교통비 지출이 늘었다 하더라. <LF> 월급 그대로 참 어렵다.
일반 대화,폰 배터리 하루도 안 가. <LF> 기종이 뭐였지? <LF> 아이폰 XS야. 꽤 됐지. <LF> 배터리 성능 확인해봤어? <LF> 86% 정도인데 확실히 빨리 닳아. <LF> 보조배터리 들고 다녀. <LF> 근데 그것도 귀찮더라. <LF> 배터리 교체는? <LF> 공식센터 가면 꽤 들어. <LF> 그래도 새 폰보단 싸지 않아? <LF> 그렇긴 해. 한번 문의해봐야지. <LF> 충전해도 2시간이면 20% 남더라. <LF> 확실히 바꿀 때가 된 것 같아.,폰 배터리 도 안 가. <LF> 기종이 뭐였지? <LF> 아이폰 XS야 꽤 됐지. <LF> 배터리 성능 확인해봤어? <LF> 86% 정도인데 확실히 빨리 닳아. <LF> 보조배터리 들고 다녀.근데 그것도 귀찮더라. <LF> 배터리 교체는? <LF> 공식센터 가면 꽤 . <LF> 그래도 새 폰보단 않아? <LF> 그렇긴 해. 한번 문의해봐야지. <LF> 충전해도 2시간이면 20%  <LF>  바꿀 때가 된
일반 대화,오늘 팀장님이 면담하자고 하셨어. <LF> 갑자기? 무슨 얘기지? <LF> 성과 리뷰일 수도 있고. <LF> 긴장되겠네. <LF> 응. 요즘 실적 좋진 않아서. <LF> 솔직하게 이야기해봐. <LF> 맞아. 개선점도 물어보려고. <LF> 긍정적으로 받아들이실 거야. <LF> 조언 고마워. 진심으로 준비해볼게. <LF> 잘 될 거야. 네 진심은 통할 거야. <LF> 팀 분위기도 요즘 민감하더라고. <LF> 그래서 더 조심하려고 해.,오늘 팀장님이 면담하자고 하셨어. <LF> 갑자기? 무슨 지? <LF> 성과 리뷰일 수도 있고. <LF> 긴장되겠네. <LF> 응. 요즘 실적 좋진 않아서솔직하게 이야기해봐. <LF> . 개선점도 물어보려고. <LF> 긍정적으로 거야.조언 . 진심 준비해볼게. <LF> 잘 될 거야. 네 통 거야. <LF> 팀 분위기도 요즘 민감하더라고. <LF> 그래서 더 조심하려고 해.
일반 대화,다음 주에 전주 출장 간다. <LF> 오 진짜? 일정은 어떻게 돼? <LF> 화~수 1박 2일 코스로. <LF> 차로 가는 거야? <LF> KTX 타고 가기로 했어. <LF> 먹을 건 좀 챙겨야겠다. <LF> 숙소는 괜찮아? <LF> 회사랑 계약된 호텔이야. <LF> 시간 나면 관광도 할 수 있어? <LF> 조금은 가능할 듯! 기대돼. <LF> 처음 가는 지역이라 길도 미리 알아보는 중이야. <LF> 지방 출장도 경험이라 생각하려고.,주에 전주 출장 간다. <LF> 오 진짜? 일정은 돼? <LF> 화~수 1박 2일 코스로. <LF>  가는  <LF> KTX 타고 가기 했어. <LF> 먹을 건 좀 챙겨야겠다. <LF> 숙소는 괜찮아? <LF> 회사 계약된 호텔이야. <LF> 시간 나면 관광도 할 수 있어? <LF> 조금은 가능할 듯! 기대돼. <LF>  가는 지역이라 길도 미리 알아보는 중이야 <LF> 지방 출장도 경험이라 생각하려고.
일반 대화,오늘 나 옷 괜찮아 보여? <LF> 응! 회색 자켓이 딱 잘 어울린다. <LF> 출근룩 고민 오래 했어. <LF> 확실히 깔끔하고 단정해 보여. <LF> 신발도 새로 샀지? <LF> 응. 편하면서 단정한 스타일로. <LF> 오늘 미팅 있지? <LF> 맞아. 그래서 좀 신경 썼어. <LF> 정말 프로처럼 보인다. <LF> 칭찬 고마워. 자신감 생겼어. <LF> 오늘은 회의도 있으니까 잘 보이고 싶었어. <LF> 의상 하나로 분위기가 달라지네.,오늘 나 옷 괜찮아 보여? <LF> 응! 회색 자켓이 딱 잘 어울린다. <LF> 출근룩 고민 오래 했어. <LF> 확실히 깔끔하고 단정해 보여. <LF> 신발도 새로 샀지 <LF> 응. 편하면서 단정한 스타일로. <LF> 오늘 미팅 있지? <LF> 맞아. 그래서 좀 신경 썼어. <LF> 정말 프로처럼 보인다 <LF>  . . <LF> 오늘은 회의도 잘 보이고 싶었어. <LF> 의상 하나로 분위기가 달라지네.
일반 대화,요즘 출근길에 꼭 들르는 데 있어. <LF> 어딘데? <LF> 회사 근처 로스터리 카페. <LF> 거기 라떼 진짜 맛있더라. <LF> 응. 분위기도 조용해서 좋아. <LF> 매일 가면 비싸지 않아? <LF> 쿠폰으로 아껴 마셔. <LF> 하루 시작을 그걸로 하니까 좋더라. <LF> 그럼 기분 전환도 되겠다. <LF> 응. 아침 루틴이 됐어. <LF> 나도 한번 가봐야겠다. <LF> 그 바닐라빈 라떼가 특히 맛있어. <LF> 따뜻한 잔 하나로 아침이 달라져.,요즘 출근길 꼭 들르는 데 있어 <LF> 어딘데 <LF>  근처 로스터리 카페. <LF>  라떼 진짜 맛있더라 <LF> 응. 분위기도 조용해서 . <LF> 매일 가면 비싸지 않아? <LF> 쿠폰으로 아껴 마셔. <LF>  시작을 걸 하니까 . <LF> 그럼 기분 전환도 되겠다. <LF> 응. 아침 루틴이 됐어. <LF> 나도 한번 가봐야겠다. <LF>  바닐라빈 라떼가 특히 맛있어. <LF> 따뜻한 잔 하나로 아침이 달라져
일반 대화,요즘 읽은 책 중에 추천해줄 거 있어? <LF> ‘아몬드’ 재밌었어. <LF> 소설이야? <LF> 응. 감정 표현에 대한 이야기야. <LF> 무거운 분위기야? <LF> 그렇긴 한데 몰입감 있어. <LF> 문장도 좋아? <LF> 짧고 인상 깊은 문장이 많아. <LF> 책 고르는 데 고민했는데 고마워. <LF> 읽고 나면 얘기 나누자. <LF> 좋아. 북카페도 같이 가자. <LF> 최근엔 감정에 공감하는 부분이 와닿았어. <LF> 다 읽고 나면 마음이 이상하게 차분해져.,요즘 읽은 책 중에 추천해줄 거 있어? <LF> ‘아몬드’ . <LF> 소설이야? <LF> 응. 감정 표현에 대한 이야기야. <LF> 무거운 분위기야? <LF> 그렇긴 한데 감 있어 <LF> 문장도 좋아? <LF> 짧고 인상 깊은 문장이 많아. <LF> 책 고르는 데 고민했는데 . <LF> 읽고 나면 얘기 . <LF> 좋아. 북카페도 가자. <LF> 최근 감정에 공감하는 부분이 와닿았어. <LF> 다 나면 마음이 이상하게 차분해져
일반 대화,건강검진 결과 나왔어? <LF> 응. 전반적으로는 괜찮았어. <LF> 다행이다. 이상 없었어? <LF> 위염 초기 증상이 조금 있대. <LF> 요즘 속 쓰리다더니. <LF> 맞아. 그래서 식단 조절 중이야. <LF> 약도 처방받았어? <LF> 응. 2주 정도 먹으면 좋아진대. <LF> 규칙적인 식사가 중요해. <LF> 응. 이번 기회에 식습관 고쳐야지. <LF> 내 위장이 예민한 편이었나 봐. <LF> 이젠 커피도 하루에 한 잔만 마셔야겠어.,건강검진 결과 ? <LF> 응 전반적으로는 괜찮았어. <LF> 다행이다. 이상 없었어? <LF> 위염 초기 증상이 조금 . <LF> 요즘 속 쓰리다더니. <LF> 맞아. 그래서 식단 조절 중이야. <LF> 약도 처방받았어? <LF> . 주 먹으면 좋아진대. <LF> 규칙적인 식사가 중요해. <LF> 응. 이번 기회에 식습관 고쳐야지. <LF> 내 위장이 편이었나 봐. <LF> 이젠 커피도 하루에 잔만 마셔야겠어.
일반 대화,"첫 면접 어땠어? <LF> 너무 긴장해서 말이 꼬였어. <LF> 어떤 질문 나왔어? <LF> 지원 동기, 협업 경험, 마지막엔 관심 분야까지. <LF> 답변은 잘했어? <LF> 솔직하게 말하려고 했는데 좀 버벅였어. <LF> 그래도 진심이 전달됐을 거야. <LF> 그랬으면 좋겠다. 분위기는 어땠어? <LF> 면접관들이 생각보다 친절했어. <LF> 다행이다. 결과 언제 나와? <LF> 이번 주 안에 연락 준대. 기대돼. <LF> 첫 면접이라 그런지 긴장감이 오래 가더라. <LF> 다음엔 더 잘할 수 있을 것 같아.","첫 면접 어땠어 <LF> 너무 긴장해서 말 꼬였어. <LF> 어떤 질문 나왔어? <LF> 지원 동기, 협업 경험, 마지막엔 관심 분야까지. <LF> 은 잘했어? <LF> 솔직하게 말하려고 했는데 버벅였어. <LF> 그래도 이 전달됐을 거야. <LF> 그랬으면 좋겠다. 는 어땠어? <LF> 면접관들이 보다 친절했어. <LF> 다행이다. 결과 언제 나와?이번 주 안에 연락 준대. 기대돼. <LF> 첫 면접 그런지 긴장감이 오래 가더라.다음 더 잘할 수 있을 같아."
일반 대화,"어제 독서 모임 어땠어? <LF> 되게 활발했어. 책 내용 가지고 토론도 했어. <LF> 이번 책 뭐였는데? <LF> ‘죽음에 관하여’였어. 생각보다 깊이 있었어. <LF> 토론 주제는 뭐였어? <LF> 죽음에 대한 태도, 삶의 의미 같은 거. <LF> 무거운 주제네. <LF> 그래도 다들 진지하게 임해서 좋았어. <LF> 나도 다음에 같이 가도 돼? <LF> 물론이지. 다음 달 책은 ‘자기 앞의 생’이야. <LF> 사람마다 해석이 달라서 듣는 재미도 있었어. <LF> 나중에 감상문도 나눴어.","어제 독서 모임 어땠어? <LF> 되게 활발했어. 책 내용 가지고 토론도 했어.이번 책 뭐였는데? <LF> ‘죽음에 관하여’였어. 보다 깊이 있었어. <LF>  주제는 뭐였어? <LF> 죽음 대한 태도, 삶의 의미 같은 거. <LF> 무거운 주제네. <LF> 그래도 다들 진지하게 임해서 좋았어.나도 다음에 같이 가도 돼? <LF> 물론이지 다음 달 책은 ‘자기 앞의 생이야. <LF> 사람마다 해석이 달라서 듣는 재미도 있었어. <LF> 나중에 감상문도 나눴어."
일반 대화,오늘 기프티콘 받았다고? <LF> 응! 점심 사줬더니 커피 보내줬어. <LF> 좋은 사람이다. <LF> 작은 정성인데 기분 너무 좋더라. <LF> 무슨 커피야? <LF> 아이스 아메리카노! 요즘 날씨에 딱이야. <LF> 바로 썼어? <LF> 응. 오후 회의 전에 마셨지. <LF> 그런 선물 진짜 감동이야. <LF> 맞아. 나도 누군가한테 보내고 싶어졌어. <LF> 그 마음이 가장 중요한 것 같아. <LF> 이런 게 오히려 하루를 기분 좋게 만드는 것 같아. <LF> 소소하지만 정이 느껴졌어.,오늘 기프티콘 받았다고? <LF> 응! 점심 사줬더니 커피 보내줬어. <LF> 좋은 사람이다. <LF> 작은 정성 너무 좋더라. <LF>  커피야? <LF> 아이스 아메리카노 요즘 날씨에 딱이야. <LF> 바로 썼어? <LF> 응. 오후 회의 전 마셨지. <LF> 그런 선물 감동이야.맞아. 나도 누군가 보내고 싶어졌어. <LF> 그 마음이 가장 중요한 것 같아 <LF> 이런 게 오히려 를 기분 좋게 만드는 것 같아. <LF> 소소하지만 정이 .
일반 대화,요즘 퇴근하고 뭐 해? <LF> 드라마 ‘유괴의 날’ 보고 있어. <LF> 어때? 재밌어? <LF> 긴장감 있고 반전도 많아. 빠져들어. <LF> 몇 부작이야? <LF> 12부작인데 지금 7회까지 봤어. <LF> 넷플릭스야? <LF> 웨이브에서 하고 있어. <LF> 한 회에 몇 분이야? <LF> 40분 정도. 금방 지나가. <LF> 주말에 정주행해볼까? <LF> 추천해. 몰입도 진짜 좋아. <LF> 하루 일과 마무리하기 딱 좋아. <LF> 드라마 보면서 스트레스 푸는 느낌이야.,요즘 퇴근하고 뭐 해? <LF> 드라마의 날’ 보고 있어. <LF> 어때? 재밌어? <LF> 긴장감 있고 반전도 많아. . <LF> 몇 부작? <LF> 12부작인데 지금 7회까지 봤어. <LF> 야 <LF> 웨이브에서 있어. <LF>  에 몇 분이야? <LF> 40분 정도. 금방 지나가. <LF> 주말에 정주행해볼까 <LF> 추천해. 몰입도 진짜 좋아. <LF>  일과 마무리 딱 좋아. <LF> 드라마 보면서 스트레스 푸는 느낌이야.
일반 대화,신년 계획은 세웠어? <LF> 응. 운동 주 3회랑 영어 공부 시작했어. <LF> 계획적이네! 영어는 어떻게? <LF> 매일 30분 뉴스 듣고 단어 정리해. <LF> 운동은 어디서 해? <LF> 헬스장 등록했어. 출근 전 1시간. <LF> 대단하다. 잘 지켜지고 있어? <LF> 아직까진 괜찮아. 한 달만 넘기자. <LF> 나도 동참할까 고민 중이야. <LF> 같이 하면 동기부여 되지. <LF> 좋아. 챌린지처럼 해보자. <LF> 작심삼일 되지 않도록 다이어리도 쓰고 있어. <LF> 조금씩 변화가 느껴져서 좋아.,신년 계획은 세웠어? <LF> 응. 주 3회랑 영어 공부 시작했어. <LF> 계획적이네! 영어는 어떻게? <LF> 매일 30분 뉴스 듣고 단어 정리해운동은 어디서 해?헬스장 등록했어. 출근 전 1시간. <LF> . 잘 지켜지고 있어? <LF> 아직까진 괜찮아. 한 달만 넘기자. <LF> 나도 동참 고민 중이야. <LF> 같이 하면 되지. <LF> 좋아 챌린지처럼 해보자. <LF>  않도록 다이어리도 쓰고 . <LF> 조금씩 변화가 느껴져서 좋아
일반 대화,"요즘 퇴사 고민 많다며? <LF> 응. 일은 많은데 보람이 없어. <LF> 상사 때문이야? <LF> 그것도 있고, 성장하는 느낌이 없어. <LF> 다른 데 알아보고 있어? <LF> 천천히 포트폴리오 정리하고 있어. <LF> 너무 급하게 결정하진 마. <LF> 응. 여유 있게 생각하려고 해. <LF> 지금도 잘하고 있으니까 괜찮을 거야. <LF> 고마워. 조언 많이 힘이 돼. <LF> 너처럼 조언해주는 친구 있어서 다행이야. <LF> 결정은 신중히 할 생각이야.","요즘 퇴사 고민 많다며? <LF> 응. 일은 많은데 보람이 없어. <LF> 상사 때문이야? <LF> 그것도 , 성장하는 이 없어. <LF> 다른 데 알아보고 ? <LF> 천천히 포트폴리오 하고 있어.너무 급하게 결정하진 마. <LF> 응. 여유 생각하려고 해.지금도 잘하고 있으니까 거야 <LF>  조언 많이 이 돼. <LF> 너처럼 조언해주는 친구 다행이야.결정은 신중히 할 생각이야."
일반 대화,"재택근무 어때? <LF> 솔직히 장단점이 확실해. <LF> 장점은? <LF> 출퇴근 스트레스가 없고 집중이 잘 돼. <LF> 단점은 뭐야? <LF> 운동 부족하고, 소통이 답답할 때도 있어. <LF> 회의는 화상으로만 해? <LF> 응. 줌으로 매일 아침 체크인 해. <LF> 효율은 어때? <LF> 관리 잘 되면 오히려 더 높아. <LF> 나도 한번 해보고 싶다. <LF> 상황 맞으면 강추야. <LF> 혼자 있는 시간이 많아서 자기관리도 더 신경 쓰게 돼. <LF> 장단점이 확실하더라.","재택근무 어때 <LF> 솔직히 장단점이 확실해. <LF> 은 <LF> 출퇴근 스트레스가 없고 집중이 잘 돼. <LF> 은 뭐야 <LF> 운동 , 소통이 답답할 때도 . <LF> 회의는 화상으로만 ? <LF> 응 줌으로 매일 아침 인 해. <LF> 효율은 어때관리 잘 되면 오히려 더 높아. <LF> 나도 한번 해보고  <LF> 상황 강추야 <LF> 혼자 있는 시간이 많아서 자기관리도 더 신경 쓰게 돼.장단점이 확실하더라"
일반 대화,신용카드 새로 만들었어? <LF> 응. 이번엔 마일리지 카드로. <LF> 왜 그걸 골랐어? <LF> 해외 여행 포인트 쌓기 좋아서. <LF> 연회비는 괜찮아? <LF> 국내 전용은 1만 원대야. <LF> 혜택은 뭐가 있어? <LF> 항공사 마일리지랑 공항 라운지. <LF> 와 좋다. 나도 바꿔야겠다. <LF> 네 소비 패턴 보고 맞춰봐. <LF> 그래야 진짜 혜택 챙기지. <LF> 혜택 많은 카드 잘 찾으면 생활비 아낄 수 있어. <LF> 내 소비 습관도 분석하게 돼.,신용카드 새로 만들었어? <LF> 응. 이번엔 마일리지 카드로. <LF> 왜 그걸 골랐어? <LF> 해외 여행 포인트 쌓기 . <LF> 연회비는 괜찮아? <LF> 국내 전용은 1만 야. <LF> 혜택은 가 있어? <LF> 항공사 마일리지랑 . <LF> 와 좋다. 나도 바꿔야겠다. <LF> 네 소비 패턴 보고 맞춰봐. <LF> 래야 진짜 혜택 챙기지. <LF>  많은 잘 찾으면 생활비 아낄 수 있어. <LF> 내 습관도 하게 .
일반 대화,"요즘 뭐 먹고 다녀? <LF> 건강식 위주로 바꿨어. <LF> 예를 들면? <LF> 현미밥이랑 닭가슴살, 나물류 위주. <LF> 맛없진 않아? <LF> 양념 조절하면 의외로 맛있어. <LF> 간식은 안 먹어? <LF> 견과류나 고구마 조금씩. <LF> 효과는 있어? <LF> 속이 편하고 덜 피곤해. <LF> 나도 한번 시도해봐야겠다. <LF> 식단표 줄게. 도움 될 거야. <LF> 식단 하나 바꿨을 뿐인데 컨디션이 확 좋아졌어. <LF> 꾸준히 해보려고 해.","요즘 뭐 다녀? <LF> 건강식 위주로 바꿨어. <LF> 를 들면? <LF> 현미밥이랑 닭가슴살, 나물류 위주. <LF> 맛없진 않아? <LF> 양념 조절하면 의외로 맛있어.간식은 안 먹어? <LF> 견과류나 고구마 조금씩. <LF> 효과 있어? <LF> 속이 편하고 덜 피곤해. <LF> 나도 한번 시도해봐야겠다. <LF>  줄게. 도움 될 거야. <LF> 식단 하나 바꿨을 뿐인데 컨디션이 확 좋아졌어. <LF> 꾸준히 해보려고 ."
일반 대화,"반려동물 키운다고 했지? <LF> 응. 고양이 두 마리 있어. <LF> 이름은 뭐야? <LF> 하나는 모카, 하나는 밀크야. <LF> 귀엽다! 몇 살이야? <LF> 모카는 3살, 밀크는 2살. <LF> 어디서 입양했어? <LF> 유기묘 보호소에서. <LF> 성격은 어때? <LF> 모카는 얌전하고, 밀크는 활발해. <LF> 한번 보러 가도 돼? <LF> 언제든지 놀러 와! <LF> 애들 간식도 직접 만들어주고 있어. <LF> 점점 가족 같다는 느낌이 들어.","반려동물 키운다고 ? <LF> 응. 두 있어 <LF> 은 뭐야? <LF> 하나는 모카, 하나는 밀크야. <LF> 귀엽다! 몇 살이야? <LF> 모카는 3살, 밀크는 살. <LF> 어디서 입양? <LF> 유기묘 보호소. <LF> 성격 어때? <LF> 모카는 얌전하고, 밀크는 활발해. <LF> 한번 보러 돼? <LF> 언제든지 놀러 와! <LF> 애들 간식도 직접 만들어주고 있어. <LF> 점점 가족 같다는 느낌이 들어."
일반 대화,"명함 인쇄 맡겼다며? <LF> 응. 근데 이름 철자가 틀렸더라. <LF> 헉, 심각한데? <LF> 그래서 다시 인쇄 요청했어. <LF> 기한 안에 나오긴 해? <LF> 급하게 처리해준대. <LF> 업체는 어디야? <LF> 우리랑 자주 거래하는 데야. <LF> 다음부턴 더블 체크 해야겠다. <LF> 완전 교훈 얻었지. <LF> 다음엔 인쇄 전 시안 꼭 확인하자. <LF> 응, 이번 일로 많이 배웠어.","명함 인쇄 ?응. 근데 이름 철자가 . <LF> , 심각한데? <LF> 그래서 다시 인쇄 요청했어. <LF> 기한 안에 나오긴 해? <LF> 급하게 처리해준대. <LF> 업체는 어디야? <LF> 우리랑 자주 거래하는 데야. <LF> 다음부턴 해야겠다. <LF> 완전 교훈 얻었지. <LF> 다음엔 인쇄 전 확인하자. <LF> 응, 이번 일로 많이 배웠어."
일반 대화,오늘 점심 뭐 가져왔어? <LF> 닭가슴살 샐러드야. <LF> 건강식이네! 맛은 어때? <LF> 생각보다 괜찮아. 드레싱이 살렸어. <LF> 어제는 뭐였어? <LF> 연어 도시락! 기름기도 적고 담백했어. <LF> 이참에 나도 도시락 싸야겠다. <LF> 간단한 샌드위치도 좋아. <LF> 좋은 아이디어다. 내일부터 시도해볼게. <LF> 도시락은 비용도 아끼고 건강도 챙기지. <LF> 매일 사먹는 거보다 훨씬 낫지. <LF> 또 메뉴 추천해줄게!,오늘 점심 뭐 ? <LF> 닭가슴살 샐러드야. <LF> 건강식이네! 맛은 어때? <LF> 생각보다 괜찮아. 드레싱이 살렸어. <LF> 어제는 뭐? <LF>  도시락! 기름기도 적고 담백했어. <LF> 이참에 나도 도시락 싸야겠다. <LF> 간단한 샌드위치도 좋아. <LF> 좋은 아이디어. 내일부터 시도해볼게. <LF> 은 비용도 아끼고 건강도 . <LF>  거보다 훨씬 지. <LF> 또 추천해줄게!
일반 대화,"손 너무 건조하지 않아? <LF> 응, 요즘 핸드크림 필수야. <LF> 뭐 쓰고 있어? <LF> 록시땅 시어버터. 촉촉해. <LF> 끈적임은 없어? <LF> 생각보다 빨리 흡수돼서 좋아. <LF> 향은 어때? <LF> 은은해서 무난해. 회사에서도 부담 없어. <LF> 추천 고마워. 하나 사야겠다. <LF> 이따가 샘플 줄게. 써보고 골라. <LF> 겨울엔 손이 갈라지더라. <LF> 핸드크림 하나 꼭 챙겨야 해.","너무 건조하지 않아? <LF> 응, 요즘 핸드크림 필수야. <LF> 뭐 쓰고 있어? <LF> 록시땅 시어버터. 촉촉해. <LF> 적임은 없어? <LF> 보다 빨리 흡수돼서 좋아. <LF> 향은 ? <LF>  해. 회사에서도 부담 없어.추천 고마워. 하나 사야겠다 <LF> 이따가 샘플 줄게. 써보고 골라 <LF> 겨울엔 손이 갈라지더라. <LF> 핸드크림 하나 꼭 챙겨야 해."
일반 대화,"아까 택시 타고 올 때 기사님이 말씀이 많으시더라. <LF> 무슨 얘기 하셨어? <LF> 정치 얘기부터 날씨까지 다양하게. <LF> 불편하진 않았어? <LF> 그냥 맞장구만 쳐드렸어. <LF> 그래도 정겹긴 하다. <LF> 맞아, 요즘 조용한 기사님보다 낫더라. <LF> 택시비는 얼마 나왔어? <LF> 기본요금에 좀 더 나왔지. <LF> 그래도 늦지 않게 와서 다행이야. <LF> 맞아. 다음엔 카풀 해볼까? <LF> 그래도 기분 나쁘진 않았어. <LF> 어느 정도는 이해돼.","아까 택시 타고 올 때 기사님이 말씀이 많으시더라. <LF> 무슨 얘기 하셨어 <LF> 정치 얘기부터 날씨까지 다양하게. <LF> 불편하진 않았어? <LF> 그냥 맞장구만 쳐드렸어. <LF> 그래도 정겹긴 하다., 요즘 기사님보다 낫더라. <LF> 택시비는 얼마 나왔어? <LF> 기본요금에 좀 더 나왔지. <LF> 그래도 늦지 않게 와서 다행. <LF> 맞아. 다음엔 카풀 해볼까? <LF> 그래도 기분 나쁘진 않았어. <LF> 어느 정도는 이해돼."
일반 대화,"책상 정리 어떻게 해? <LF> 나는 주마다 한 번씩 비우는 편이야. <LF> 뭐부터 정리해? <LF> 서류부터 파일별로 정리하고, <LF> 필기구는? <LF> 자주 쓰는 거만 펜꽂이에 둬. <LF> 메모지는 어떻게? <LF> 자주 보는 건 모니터 옆에 붙여. <LF> 깔끔한 책상 부럽다. <LF> 습관되면 그렇게 어렵진 않아. <LF> 지저분하면 일도 안 잡히더라. <LF> 깨끗한 책상이 일의 시작이야.","책상 정리 어떻게 해? <LF> 나는 주마 한 번씩 비우는 야 <LF> 뭐 정리해? <LF> 서류부터 파일별로 정리하고, <LF> 필기구는? <LF> 자주 쓰는 거만 펜꽂이에 둬. <LF> 메모지는 어떻게? <LF> 자주 건 모니터 옆에 붙여. <LF> 깔끔한 책상 부럽다. <LF> 습관되면 그렇게 어렵진 않아. 일도 잡히더라. <LF> 깨끗한 책상이 의 이야."
