conversation,augmented_conversation
첫 출근 어땠어? <LF> 생각보다 조용해서 심심했어. <LF> 큰 기대했는데 절반은 오리엔테이션이더라. <LF> 점심엔 혼밥이라 어색했지. <LF> 업무도 아직 없어서 인터넷만 뒤적. <LF> 첫날은 원래 그런 거라더라. <LF> 내일은 팀 프로젝트 소개 있다니까 기다려봐. <LF> 심심함도 잠시일 거야.,첫 출근 어땠어? <LF> 생각보다 살포 조용해서 심심했어. <LF> 큰 기대했는데 절반은 이익 오리엔테이션이더라. 사무 호각  <LF> 점심엔 혼밥이라 어색했지. <LF> 업무도 아직 없어서 인터넷만 뒤적. <LF> 첫날은 원래 그런 거라더라. <LF> 내일은 팀 프로젝트 소개 있다니까 기다려봐. <LF> 심심함도 잠시일 거야.
"오늘도 재택인가요? 좀 심심하지 않아요? <LF> 맞아요, 화면 앞에만 있으니 시간 감각이 사라져요. <LF> 저는 배경음악으로 라디오 틀어놓고 있어요. <LF> 점심에 잠깐 테라스 나가 바람 쐬니 낫더라고요. <LF> 저도 커피 내려서 향으로 기분 전환했어요. <LF> 심심하니 나중에 비대면 커피챗이라도 할까요? <LF> 좋네요, URL 보내드릴게요. <LF> 재택의 심심함을 이웃으로 풀어야죠.","오늘도 재택인가요? 좀 심심하지 않아요? <LF> 맞아요, 화면 앞에만 호각 있으니 시간 감각이 사라져요. <LF> 저는 배경음악으로 라디오 틀어놓고 있어요. <LF> 점심에 잠깐 테라스 나가 바람 쐬니 표 낫더라고요. <LF> 저도 커피 내려서 향으로 기분 전환했어요. <LF> 심심하니 나중에 비대면 커피챗이라도 열심 할까요? <LF> 좋네요 전이 , URL 보내드릴게요. <LF> 재택 금 의 심심함 가망 을 뒤 이웃으로 동안 풀어야죠."
다들 단풍 보러 간다는데 우린 안 가? <LF> 솔직히 빨간 나무 구경이 좀 지루해. <LF> 사진 백 장 찍어도 결국 비슷하더라. <LF> 대신 방에서 영화 마라톤 어떄? <LF> 팝콘 준비하면 더 흥미롭지. <LF> 지루한 산책보다 푹신한 소파가 좋아. <LF> 창문 넘어 살짝 보이는 노랑도 충분해. <LF> 우리만의 단풍 데이로 만족하자.,다들 단풍 보러 간다는데 우린 안 가? <LF>  산보 솔직히 빨간 나무 구경이 좀 지루해. <LF> 사진 백 장 찍어도 결국 비슷하더라 창 . <LF> 대신 방에서 목재 영화 마라톤 어떄? <LF> 팝콘 준비하면 더 흥미롭지. <LF> 지루한 산책보다 푹신한 종말 소파가 범위 좋아. <LF> 창문 넘어 살짝 보이는 노랑도 충분해. <LF> 우리만의 단풍 데이로 만족하자.
신작 게임 출시일 갑자기 앞당겨졌대! <LF> 정말? 한 달이나 기다릴 줄 알았는데. <LF> 트레일러 보자마자 소름 돋았다니까. <LF> 예판 수량 한정이라 놀라서 바로 질렀어. <LF> 서버 열리면 밤새 플레이각이네. <LF> 공략 정보도 없어서 더 두근거려. <LF> 놀람이 설렘으로 바뀌었어. <LF> 카운트다운 시작!,신작 게임 출시일 갑자기 헥타르 앞당겨졌대! <LF> 정말? 한 달이 침범 나 기다릴 줄 알았는데. <LF> 트레일러 보자마자 소름 돋았다니까. <LF> 예판 수량 한정이라 태초 놀라서 바로 질렀어. <LF> 서버 열리면 밤새 플레이각이네 턱 . <LF> 공략 정보도 없어서 더 두근거려. <LF> 놀람이 설렘으로 바뀌었어. <LF> 카운트다운 시작!
"아침에 스무디 볼 만들었다며? <LF> 응, 귀리랑 바나나 조합이라 포만감 최고. <LF> 나도 맛봤는데 만족감 장난 아니더라. <LF> 설거지도 믹서 하나라 간단하지. <LF> 형제끼리 건강 루틴 공유하니 좋네. <LF> 내일은 내가 시금치 넣어볼게. <LF> 좋아, 메뉴 돌아가면서 개발하자. <LF> 아침 시간 효율이 확 올라간다.","아침에 스무디 볼 만들었다며? 도박  <LF> 응, 귀리 악취 랑 바나나 원칙 후일 조합이라 포만감 최고. <LF> 나도 맛봤는데 만족감 장난 아니더라. <LF> 설거지도 믹서 하나라 간단하지. <LF> 형제끼리 건강 루틴 공유하니 좋네. <LF> 내일은 내가 시금치 넣어 강장제 볼게. <LF> 좋아, 메뉴 돌아가면서 개발하자. <LF> 아침 시간 효율이 학회 확 올라간다."
팀장님이 자리 사진 제출하라는데 불안해. <LF> 책상 위 서류탑부터 정리해야 할 듯. <LF> 정리하다 중요 문서 잃어버릴까 걱정이야. <LF> 파일링 시스템 새로 만들자. <LF> 시간이 촉박해서 손이 떨려. <LF> 우선 버릴 것과 보관을 구분해봐. <LF> 불안하지만 해야 속이 편해. <LF> 내일 아침 일찍 출근해서 마무리하자.,팀장님이 자리 사진 제출하 보지 라는데 불안해. <LF> 책상 위 서류탑부터 정리해야 할 듯. <LF> 정리하다 중요 문서 잃어버릴까 걱정이야. <LF> 파일링 시스템 비례 새로 문서 만들자. <LF>  조서 시간이 촉박해서 손이 떨려. <LF> 우선 버릴 오전 것과 보관 퍼센트 을 보고 구분해봐. <LF> 불안하지만 해야 속이 편해. <LF> 내일 아침 일찍 출근해서 마무리하자.
"조카 생일파티 초대장 못 받았어요. <LF> 아, 깜빡했어. 선배만 오라고 한 건 아니었어. <LF> 후배도 조카 이모잖아요, 섭섭해요. <LF> 미안, 인원 제한 있어서 급히 정했어. <LF> 그럼 선물만이라도 전달할게. <LF> 파티 끝나고 영상 같이 볼래? <LF> 섭섭함 풀어주면 좋겠어요. <LF> 다음엔 꼭 함께해요.","조카 생일파티 초대장 못 받았어요 중화기 . <LF> 아, 깜빡했어. 선배 초대 만 오라고 한 건 아니었어. <LF> 후배도 조카 이모잖아요, 시 당 섭섭해요. <LF> 미안, 인원 제한 있어서 급히 정했어. <LF> 그럼 선물만이라도 전달할게 한도 . <LF> 파티 끝나고 영상 같이 볼래? <LF> 섭섭함 풀어주면 좋겠어요. <LF> 다음엔 꼭 함께해요."
"이번 주 랭크전 못 온다며? <LF> 시험 공부 때문에 접속 줄여야 해. <LF> 알겠지만 서운하다, 우리 팀 포지션 비는데. <LF> 성적 떨어지면 게임도 못 할걸. <LF> 그래도 주말 한 판 정도는 되지? <LF> 밤새 공부하고 잠깐 들어올게. <LF> 서운해도 이해해줄게, 합격 기원. <LF> 고마워, 끝나고 같이 달리자.","이번 주 랭크전 못 온다며 연결 ? <LF> 시험 공부 때문에 접속 줄여야 해. <LF> 알겠지만 체득 서운하다, 우리 팀 포지션 비는데 때 . <LF> 성적 떨어지면 게임도 못 유래 할걸. <LF> 그래도 주말 한 판 비율 정도는 되지? <LF> 밤새 공부하고 잠깐 들어올게. <LF> 서운해도 이해해줄게, 합격 기원. <LF> 고마워 세기 , 끝나고 같이 달리자."
"첫 운전 연습 어땠어? <LF> 생각보다 부드럽게 출발해서 만족했어. <LF> 코치도 칭찬하길래 자신감 상승. <LF> 주차까지 한 번에 성공했다며? <LF> 응, 사이드 미러 각도가 신의 한 수였지. <LF> 다음엔 고속도로 맛보기 도전하자. <LF> 좋아, 드라이브스루 커피까지 목표. <LF> 만족스러운 첫걸음이야.","첫 운전 연습 어땠어? <LF> 생각보다 부드럽게 전망 출발해서 만족했어. <LF> 코치도 칭찬하길래 발단 자신감 상승. <LF> 주차까지 한 번에 성공했다며? <LF> 응, 사이드 미러 각도가 신의 한 수였지. <LF> 다음엔 고속도로 각 나중 맛보기 도전하자. <LF> 좋아, 드라이브스루 처음 커피 한계 까지 목표. <LF> 만족스러운 첫걸음이야."
엄마가 초등학교 친구 찾아달라는데? <LF> 전화번호부 뒤지는 중인데 진짜 짜증나. <LF> 동창회 앱 가입까지 했다고? <LF> 검색 기능이 느려서 속 터져. <LF> 왜 갑자기 옛 친구가 궁금해지셨대. <LF> 추억도 좋지만 기술이 안 따라줘. <LF> 나중엔 우편이라도 보내야 할 판. <LF> 짜증나도 도와드려야지 뭐.,엄마가 초등학교 친구 찾아달라는데? <LF> 전화번호부 뒤지는 중인데 진짜 짜증나. 일  <LF> 동창회 앱 가입까지 했다고? 입회 상기  <LF> 검색 기능 내부 이 느려서 속 기울기 터져. <LF> 왜 갑자기 옛 친구가 궁금해지셨대. <LF> 추억도 좋지만 기술이 안 따라줘. 수평  <LF> 나중엔 우편이라도 보내야 할 판. <LF> 짜증나도 도와드려야지 뭐.
헬스장 등록했다며? 분위기 어땠어? <LF> 학생 할인이라 부담 없고 샤워실도 깨끗했어. <LF> 러닝머신 앞 창이 숲뷰라 편안해. <LF> 스트레칭 존 매트도 폭신했다. <LF> 끝나고 사우나에서 피로 풀 수 있어 좋더라. <LF> 다음엔 요가 클래스도 같이 들어볼래? <LF> 운동 루틴이 편안하게 자리 잡힐 듯. <LF> 함께 하면 지속력이 생길 거야.,헬스장 등록했다며? 분위기 어땠어? <LF> 학생 할인이라 부담 없고 샤워실도 깨끗했어. <LF>  등기 러닝머신 연습 법무부 수련 앞 창이 숲뷰라 편안해. <LF> 스트레칭 존 매트도 폭신했다. <LF> 끝나고 사우나에서 피로 풀 수 있어 좋더라. <LF> 다음 전선 학도 엔 요가 클래스도 같이 들어볼래? <LF> 운동 루틴이 편안하게 자리 잡힐 앞 듯. <LF> 함께 하면 지속력이 생길 거야.
이삿날 도와준다니 고마워요. <LF> 짐 리스트 보니까 박스가 예상보다 많네요. <LF> 식기류는 내가 안전포장 해둘게요. <LF> 책상 분해는 전동드릴 챙겨올게요. <LF> 덕분에 마음이 한결 가벼워졌어요. <LF> 점심은 제가 샌드위치 쏩니다. <LF> 수고 덜어주셔서 진짜 감사해요. <LF> 깔끔하게 끝내고 새집에서 커피합시다.,이삿날 도와준다니 고마워요. <LF> 짐 백금 리스트 보니까 박스가 예상보다 많네요. <LF> 식기류는 신고 예언 내 바람 가 안전포장 해둘게요. <LF> 책상 신고 분해는 전동드릴 챙겨올게요. <LF> 덕분에 마음이 한결 가벼워졌어요. <LF> 점심은 제가 샌드위치 갑 쏩니다. <LF> 수고 덜어주셔서 진짜 감사해요. <LF> 깔끔하게 끝내고 새집에서 커피합시다.
"점심 메뉴 또 회의해야 하나? <LF> 솔직히 지루해, 선택지가 매일 똑같아. <LF> 그럼 제비뽑기로 결정하자. <LF> 어제도 그랬는데 결과가 짬뽕이었잖아. <LF> 그래도 회의보단 빠르잖아. <LF> 지루해도 배고프면 결국 뭐든 맛있어. <LF> 그 말이 또 맞네, 아무거나 먹자. <LF> 오늘은 회의 생략!","점심 메뉴 사람 또 회의해야 하나? <LF> 솔직히 지루해, 선택지가 매일 똑같아. <LF> 그럼 제비뽑기로 사람 결정하자. <LF>  선 어제도 그랬는데 결과가 짬뽕이었잖아. <LF> 그래도 동정 회의보단 빠르잖아. <LF> 지루해도 배고프면 결국 뭐든 맛있어. <LF> 그 말이 또 맞네, 아무거나 먹자. <LF> 오늘은 회의 생략!"
"아까 후진 주차 실력 봤어요, 깜짝 놀랐네요! <LF> 저도 놀랐어요, 거울보다 센서가 더 믿음직. <LF> 30분 만에 성공하시다니 대단해요. <LF> 긴장돼서 손에 땀났거든요. <LF> 이웃분들 박수 쳐줘서 힘났죠. <LF> 다음엔 평행주차 도전하세요! <LF> 놀란 김에 연습 더 해야겠어요. <LF> 안전운전이 최고죠.","아까 후진 주차 실력 봤어요, 깜짝 놀랐네요! <LF> 저도 놀랐어요, 거울보다 센서가 더 믿음직. <LF> 30분 만에 성공하시다니 대단해요. <LF> 긴장돼서 손에 땀났거든요. <LF> 이웃분들 박수 쳐줘서 힘났죠. <LF> 다음엔 평행주차 도전하세요! <LF> 놀란 김 주재 기량 에 피리 체류 연습 더 해야겠어요. <LF> 안전운전이 최고죠."
"또 연애 고민? 이번엔 어떤 사연인데? <LF> 이 친구 답정너야, 놀리면서도 듣게 되네. <LF> 그러게, 상담소 차려야겠다. <LF> 그래도 우리가 들어주니 고맙다잖아. <LF> 놀리면서 해결책도 주는 게 포인트지. <LF> 이번엔 타임어택 15분이다. <LF> 준비, 시작! 서로 놀림 모드 온. <LF> 다 끝나면 치맥으로 입 봉합!","또 연애 고민? 이번엔 어떤 사연인데? <LF> 이 친구 답정너 수컷 야, 도서 놀리면서도 듣게 푼수 대비 되네. <LF> 그러게, 상담소 차려야겠다. <LF> 그래도 발단 우리가 들어주니 고맙다잖아. <LF> 놀리면서 해결책도 주는 게 포인트지. <LF> 이번엔 타임어택 15분이다. <LF> 준비, 시작! 서로 놀림 모드 온. <LF> 다 끝나면 치맥으로 가족 입 봉합!"
"파운데이션 어떤 거 쓸 거야? <LF> 네 피부엔 촉촉한 타입 추천하지. <LF> 언니는 매트 써서 주름 낀다니까. <LF> 놀리려고? 요즘 광채 난다거든. <LF> 자극 받았으니 신상 하나 산다! <LF> 내 지갑이 더 놀랄 듯. <LF> 색상 맞추기 도와줄게, 형제애로. <LF> 서로 놀리다 득템이네.","파운데이션 어떤 형제자매 거 쓸 거야? <LF> 네 피부엔 촉촉한 타입 추천하지. <LF> 언니는 여사 매트 써서 주름 낀다니까. <LF> 놀리려고? 요즘 광채 난다거든. <LF> 자극 받았으니 신상 하나 산다! <LF>  구 내 지갑이 더 놀랄 듯. <LF>  턱 색상 맞추기 도와줄게, 동기 형제애로. <LF> 서로 놀리다 득템이네."
"새 취미 추천 좀 해봐, 요즘 너무 지루해. <LF> 도예 어때? 흙 만지면 시간 순삭이래. <LF> 말만 들어도 손목 아프다. <LF> 그럼 수채화는? 물감 냄새 좋잖아. <LF> 건조 기다리는 것도 지루할 듯. <LF> 결국 넷플릭스 돌려보겠군. <LF> 지루함도 취미라면 취미다. <LF> 추천 실패 인정!","새 취미 추천 좀 해봐, 요즘 너무 지루해. <LF> 도예 어때? 흙 만지면 시간 순삭이래. <LF> 말만 들어도 서면 연민 손목 양지 아프다. <LF> 그럼 수채화는? 물감 냄새 좋잖아. <LF> 건조 기다리는 것도 지루할 듯. <LF> 결국 넷플릭스 돌려보겠군. <LF> 지루함도 취미라면 취미다 마무리 . 유향  <LF> 추천 실패 인정!"
"뜨개질 클래스 신청했어. <LF> 의외로 바늘 잡는 법이 진지하더라. <LF> 코 늘림 한 번 실수하면 작품 망이래. <LF> 집중력 훈련엔 최고겠다. <LF> 담요 완성까지 두 달 걸린다던데. <LF> 장기 프로젝트도 나쁘지 않아. <LF> 진지하게 배워서 선물할 거야. <LF> 기대할게, 털실 색은 내가 고른다.","뜨개질 클래스 신청했어. <LF> 의외로 바늘 잡는 법이 진지하더라. <LF>  시침 코 늘림 한 번 계수 실수하면 작품 망이래. <LF> 집중력 훈련엔 최고겠다. <LF> 담요 완성까지 두 달 지침 걸린다던데. <LF> 장기 프로젝트도 나쁘지 않아. <LF> 진지하게 배워서 선물할 거야. <LF> 기대할게, 털실 색 격 은 내 예물 촌지 가 고른다."
"웹캠 켰는데 머리 산발이라 놀랐어. <LF> 나도, 화면 켜자마자 상사 들어오셨다니까! <LF> 재택근무라 방심 금물이라더니 놀람 그 자체. <LF> 다음부턴 알람 맞추고 빗질 먼저. <LF> 줄무늬 파자마도 이제 그만 입어야지. <LF> 카메라 필터라도 켜둘까 고민돼. <LF> 놀람이 교훈을 준 셈. <LF> 내일은 깔끔 버전으로 만나자.","웹캠 켰는데 머리 산발이라 놀랐어. <LF> 나도, 화면 켜자마자 상사 들어오셨다니까! <LF> 재택근무라 머리털 방심 금물이라 고개 더니 놀람 그 자체. <LF> 다음 우려 부턴 알람 맞추고 빗질 먼저. <LF> 줄무늬 파자마도 이제 그만 입어야지. <LF> 카메라 필터라도 켜둘까 고민돼. <LF> 놀람이 교훈을 준 셈 안도 . <LF> 내일 사진기 은 깔끔 버전으로 만나자."
"아침 조깅 봤는데 폼이 힙하던데? <LF> 웃기지 마, 숨차서 헉헉댔어. <LF> 팔 각도 개그라 놀렸잖아. <LF> 네도 팔 들기만 해도 삐걱대더라. <LF> 서로 놀리다 보니 한 바퀴 더 돌았네. <LF> 결국 운동량 늘려주는 놀림 효과. <LF> 내일도 시간 맞춰? <LF> 놀림 콤보 계속 간다!","아침 조깅 봤는데 폼이 숨결 힙하던데? <LF> 웃기지 마 종반 , 숨차서 헉헉댔어. <LF> 팔 각도 개그라 효력 놀렸잖아. <LF> 네도 팔 들기만 해도 삐걱대더라. <LF>  종국 서로 놀리다 보니 한 바퀴 더 돌았네. <LF> 결국 운동량 늘려주는 놀림 효과 급 . <LF> 내일 매각 도 시간 맞춰? <LF> 놀림 콤보 계속 간다!"
사이드미러 각도 이해 안 돼서 혼란이야. <LF> 회사 주차장 코너가 특히 어렵죠. <LF> 동료까지 태우고 연습하니 더 떨려. <LF> 후진 중 경고음이 울리니 정신없다. <LF> 한 번에 못 하면 뒷차 클랙슨 세례. <LF> 그래도 회전 각도표 메모해왔어. <LF> 혼란이 줄어들길 바라며 다시 도전! <LF> 연습 끝나면 커피 사줄게.,사이드미러 각도 이해 안 돼서 혼란이야. <LF> 회사 주차장 코너가 특히 어렵죠. <LF> 동료까지 교란 태우고 연습하니 더 떨려 맨살 . <LF> 후진 중 경고음이 울리니 정신없다 피부 . <LF> 한 번에 못 하면 뒷차 클랙슨 세례. <LF>  무질서 그래도 회전 각도표 메모해왔어. <LF> 혼란이 삼각형 줄어들길 바라며 다시 도전! <LF> 연습 끝나면 전경 커피 사줄게.
"노트북 골라 달라고 부탁드려도 될까요? <LF> 사양표만 봐도 머리가 지끈, 피곤하네요. <LF> 일단 사용 목적이 뭔지 정해봐요. <LF> 영상 편집이랑 과제용 둘 다요. <LF> 그러면 고사양이 필요하겠네요. <LF> 지갑이 피곤해질 각오를 해야죠. <LF> 첫 구매는 원래 진 빠집니다. <LF> 커피 한 잔 하면서 천천히 봅시다.","노트북 골라 달라고 부탁드려도 군영 될까요? <LF> 사양표만 봐도 종지 머리가 지끈, 피곤하네요. <LF> 일단 사용 목적이 뭔지 정해봐요. <LF> 영상 편집이랑 점토 경비 과제용 둘 다요. <LF> 그러면 고사양 넓적다리 이 필요하겠네요. <LF> 지갑이 당 피곤해질 각오를 해야죠. <LF> 첫 구매는 원래 진 빠집니다. <LF> 커피 한 잔 하면서 천천히 봅시다."
취미로 도예 배우다니 정말 놀랐어! <LF> 내가 드럼 배운다고 했을 때 네가 더 놀랐잖아. <LF> 형제인데 취향이 이렇게 달라? <LF> 새 도전이니까 재밌지. <LF> 네가 만든 머그컵이면 매일 커피 마실게. <LF> 그럼 네 드럼 연주로 모닝콜 해라. <LF> 놀람이 동기부여가 되네. <LF> 다음 가족 모임에 작품과 연주 공개하자.,취미로 도예 배우다니 정말 놀랐어! <LF> 내가 드럼 배운다고 했을 때 순 네가 더 놀랐잖아. <LF> 형제인데 취향이 이렇게 달라? <LF> 새 도전이니까 재밌지. <LF> 네 턱 자매 가 만든 머그컵이면 기호 매일 커피 마실게. <LF> 그럼 네 드럼 연주로 모닝콜 해라 단체 . <LF> 놀람이 동기부여가 되네. <LF> 다음 가족 모임 북 에 작품과 연주 공개하자.
"알바 공고 공유했는데 왜 나만 빼고 면접 잡았어? <LF> 미안, 급하게 연락 오는데 단체방 알림이 안 보였어. <LF> 섭섭하다, 스케줄 맞춰서 같이 지원하기로 했잖아. <LF> 오늘 다시 전화해 보니 주말 타임은 아직 빈다더라. <LF> 그럼 서류는 같이 내고 면접도 같은 날로 묶자. <LF> 좋아, 대신 다음엔 채팅 확인할 때 꼭 답장해 줘. <LF> 섭섭함은 알바비로 달달하게 메울 수 있겠지?","알바 공고 공유했는데 왜 나만 빼고 면접 잡았어? <LF> 미안, 급하게 당대 연락 오는데 단체방 알림 세상 이 안 보였어. <LF> 섭섭하다, 스케줄 맞춰서 같이 지원하기로 했잖아. <LF> 오늘 다시 전화해 빗발 앞 보니 주말 타임은 아직 빈다더라. <LF> 그럼 차지 서류는 같이 인지 내고 면접도 같은 날로 묶자. <LF> 좋아, 대신 다음엔 채팅 확인할 때 꼭 답장 모임 해 빗발 줘. <LF> 섭섭함은 알바비로 달달하게 메울 수 있겠지?"
"새 폰 출시됐다는데 디자인 봤어? <LF> 봤지만 솔직히 전작이랑 똑같아 보여서 지루하더라. <LF> 카메라도 0.몇 인치만 커졌다던데 감흥이 없어. <LF> 엄마는 배터리 오래 가면 된다고 하시고. <LF> 그럼 우리 통신사 보상 프로그램이나 알아볼까? <LF> 지루한 업그레이드라도 할인은 달콤하잖아. <LF> 일단 매장 체험해 보고 결정하자, 심드렁해도 확인은 필요해.","새 폰 대장 출시됐다는데 디자인 봤어? <LF> 봤지만 솔직히 정경 전작이랑 똑같아 보여서 지루하더라. <LF> 카메라도 0 프로 .몇 조류 인치만 커졌다던데 감흥이 없어. <LF> 엄마는 배터리 백금 오래 가면 된다고 하시고. <LF> 그럼 우리 통신사 보상 프로그램이나 문서 알아볼까? <LF> 지루한 업그레이드라도 할인은 달콤하잖아. <LF> 일단 일월 매장 체험해 보고 결정하자, 심드렁해도 확인은 필요해."
"커플 데이트 코스 추천 좀 해 줘, 이번엔 색다른 거. <LF> 희망차게 말하자면 바다 열차 주말 코스 어때? <LF> 표 예매 힘들다더니 요즘은 자리 꽤 비더라. <LF> 그럼 해변에서 자전거까지 대여하면 완벽하겠네. <LF> 노을 시간 맞춰 돌아오면 사진도 황금빛. <LF> 듣기만 해도 설렘 수치 오른다, 고마워. <LF> 희망 코스가 현실이 되게 바로 표 찾아볼게.","커플 데이트 코스 짝 추천 좀 해 줘, 이번엔 색다른 거. <LF> 희망차게 말하자면 바다 길 열차 득 주말 코스 어때? <LF> 표 방청 예매 힘들다더니 요즘은 자리 꽤 비더라. <LF> 그럼 부끄럼 해변에서 자전거까지 대여하면 완벽하겠네. <LF> 노을 시간 티끌 맞춰 돌아오면 사진도 황금빛. <LF> 듣기만 해도 설렘 수치 오른다, 고마워. <LF> 희망 코스가 현실이 되게 바로 지폐 표 찾아볼게."
"형, 회식 장소 다시 잡혔다고 들었어? <LF> 맞아, 회사에서 미슐랭 한우집 예약했다네. <LF> 와 놀람! 우리 부서는 늘 삼겹에 소주였잖아. <LF> 사장님 거래 성사돼서 통 큰 플렉스라더라. <LF> 대신 드레스코드가 깔끔 정장이라 준비해야 해. <LF> 좋다, 한우 먹으면서 놀란 표정 제대로 보여 드려야지. <LF> 사진 인증하면 팀 분위기도 올라가겠지.","피해 형, 회식 장소 다시 잡혔다고 들었어? <LF> 맞아, 회사에서 미슐랭 한우집 예약했다네. <LF> 와 놀람! 부위 우리 부서는 늘 삼겹에 소주였잖아. <LF> 사장님 거래 성사돼서 장 통 큰 플렉스라더라. <LF> 대신 드레스코드가 깔 분배 끔 정장 반상 이라 준비해야 해. <LF>  알코올 좋다, 한우 먹으면서 놀란 표정 제대로 보여 드려야지. <LF> 사진 인증하면 팀 분위기도 올라가겠지."
"운동 계획 짜자니까 게임 접속 줄이기부터 고민이야. <LF> 설렘이 넘쳐서 러닝화 장바구니부터 담아 놨다. <LF> 첫 주 목표는 3km 걷기부터 가볍게? <LF> 좋지, 그리고 보상으로 레이드 한 판 허용. <LF> 설렘 유지하려면 기록 앱에서 배지 받아야지. <LF> 우리 길드 채팅방에 거리 캡처 올리면 동기부여 폭발. <LF> 올여름엔 체력도 랭킹도 올려 보자.","운동 계획 짜자니까 게임 접속 줄이기부터 고민이야. <LF> 설렘이 넘쳐서 러닝화 장바구니부터 담아 놨다. <LF> 첫 휘장 주 목표는 3 링크 km 걷기부터 가볍게? <LF> 좋지, 그리고 보상으로 레이드 한 판 허용. <LF> 설렘 유지하려면 기록 앱에서 배지 받아야지. <LF>  결합 우리 길드 채팅방에 거리 캡처 올리면 울화 동기부여 폭발. <LF> 올여름 주안점 엔 체력도 랭킹도 올려 보자."
"직장 선배 중고거래 사기당했다더라. <LF> 짜증 나서 경찰서까지 다녀왔다 하대. <LF> 제품 확인 안 하고 계좌 선입금했대, 위험했지. <LF> 그래서 우리도 차단 목록 공유하기로 했어. <LF> 다음엔 직거래만 하기로 단체 합의. <LF> 짜증도 경험치라지만 지갑은 안전한 게 최고. <LF> 내일 다시 확인하면서 세부사항 보완하자.","직장 선배 중고 연대 거래 사기당했다더라. <LF> 짜증 길 나서 경찰서까지 후일 다녀왔다 하대. <LF>  인지 제품 확인 안 하고 계좌 선입금했대, 위험했지. <LF> 그래서 우리도 차단 목록 장난 공유하기로 했어. <LF> 다음엔 직거래만 하기로 단체 합의. <LF>  부정 짜증도 경험치라지만 지갑은 안전한 게 최고. <LF> 내일 다시 확인하면서 세부사항 보완하자."
"동호회 워크숍 장소 정했어? <LF> 응, 산장 대신 해변 펜션으로 바뀌었다네. <LF> 긴장감이 살짝, 예산 초과라 회비 오를 수도. <LF> 일몰 뷰 생각하면 이해된다며 다들 끄덕이더라. <LF> 그래도 버스 임대료까지 합치면 꽤 크지. <LF> 회의에서 서류 투명하게 공개하면 잡음 줄어. <LF> 긴장 풀리게 간식 스폰서 기업 찾는 게 관건이야.","동호회 워크숍 장소 정했어? <LF> 응, 산장 대신 긴박 해변 펜션으로 바뀌었다네. <LF> 긴장감이 살짝, 예산 초과라 회비 오를 수도. <LF> 일몰 뷰 생각하면 부위 걸이 이해된다며 다들 끄덕이더라. <LF> 그래도 버스 임대료까지 합치면 꽤 크지. <LF> 회의 증권 에서 서류 원리 투명하게 공개하면 잡음 줄어 긴박 . <LF> 긴장 풀리게 간식 스폰서 기업 찾는 게 관건 공사 이야."
"친구 생일 케이크 주문했어? <LF> 케이크 냉장 배달 지연이라 불안해. <LF> 행사 시작 1시간 전 도착 예정이래. <LF> 불안하니 플랜B로 쿠키세트 사둘까? <LF> 좋은 생각, 케이크 못 와도 초는 켤 수 있잖아. <LF> 배송 기사님 위치 보면서 기도해야지. <LF> 이벤트는 돌발 변수 맛도 있대.","친구 생일 케이크 주문했어? 기도  <LF> 케이크 냉장 배달 당도 지연이라 한 불안해. <LF> 행사 시작 1시간 전 도착 예정이래. <LF> 불안하니 플랜B로 쿠키세트 사둘까? <LF> 좋은 생각 기술자 , 감칠맛 케이크 못 와도 초는 켤 수 있잖아. <LF> 배송 기사님 너스레 위치 보면서 기도해야지. <LF> 이벤트는 돌발 변수 맛도 있대."
"자격증 발표 떴다며 합격이래? <LF> 놀람 반 기쁨 반, 번호 두 번 확인했어. <LF> 나는 아직 조회 안 해 봤는데 손이 떨려. <LF> 같이 보자, 결과 나쁘면 재도전 플랜 짜고. <LF> 합격이면 고깃집 예약권 바로 쓰자. <LF> 놀람은 잠시, 현실은 축하파티가 기다린다. <LF> 내일 다시 확인하면서 세부사항 보완하자.","자격증 발표 떴다며 합격이래 인식 다음날 ? <LF> 놀람 판지 반 기쁨 반 양 , 번호 두 효과 번 확인했어. <LF> 나는 아직 조회 안 해 봤는데 손이 떨려. <LF> 같이 보자, 결과 나쁘면 재도전 플랜 짜고. <LF> 합격이면 고깃집 예약권 바로 쓰자. <LF> 놀람은 잠시, 호수 현실은 축하파티가 기다린다. <LF> 내일 후예 다시 확인하면서 세부사항 보완하자."
룸메이트 방 청소 일정 맞췄어? <LF> 피곤이라 미루고 싶은데 먼지가 장난 아니야. <LF> 그럼 오늘 저녁 30분만 집중하고 드라마 보자. <LF> 브금 틀어 놓으면 청소도 운동이래. <LF> 끝나고 아이스크림으로 피곤 날리기. <LF> 깨끗한 방에서 자면 숙면 보장이지. <LF> 내일 다시 확인하면서 세부사항 보완하자.,룸메이트 방 청소 일정 맞췄어? <LF> 피곤이라 미루고 싶은데 먼지가 장난 아니야. 움직임  <LF> 그럼 오늘 저녁 30분만 집중하고 드라마 대청소 보자. <LF> 브금 틀어 놓으면 청소도 운동이래. <LF> 끝나고 아이스크림으로 골방 피곤 날리기. <LF> 깨끗한 방 재주 에서 자면 숙면 보장이지. <LF> 내일 다시 확인하면서 피로 세부사항 최근 보완하자.
